Video Title,Comment,clean_Comment,Polarity,Subjectivity,Emotion,Sentiment
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"siapa pun yg terpilih, itu lah yg jdi gubernur saya. yg penting mah tidak ada kecurangan..","siapa pun terpilih, itu lah jdi gubernur saya. penting tidak ada kecurangan..",0.0,1.0,happy,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Gue mah dari Tangsel Mao pilih Airin Bae hebat banget ngk ad nyeng Laen 👍,Gue dari Tangsel Mao pilih Airin hebat banget ngk ad nyeng Laen 👍,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Dim...ngapain aja ente jd bupati pandeglang..tk kemiskinannya tinggi bgt,Dim...ngapain aja ente bupati pandeglang..tk kemiskinannya tinggi bgt,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Dinasti ratu Atut Chosiyah no 1 😂😂😂,Dinasti ratu Atut Chosiyah 😂😂😂,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,AIRIN bukan YG LAIN❤🔥,AIRIN bukan LAIN❤🔥,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Airin ok udb pengalaman,Airin udb pengalaman,0.0,1.0,happy,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Bu airin dan pak ade cerdas dan wibawa cocok jadi gubernur banten,airin dan pak ade cerdas dan wibawa cocok jadi gubernur banten,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Airin buka yg lain,Airin buka lain,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Airin bukan yg lain,Airin bukan lain,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Se ingat sy sekolah alhamdulilah bos gratis.....kalau perguruan tinggi itu Wil kementrian....kalau SLTA udah berjln gratis....dan bos punten udah jln lancar.....,Se ingat sekolah alhamdulilah bos gratis.....kalau perguruan tinggi itu Wil kementrian....kalau SLTA udah berjln gratis....dan bos punten udah lancar.....,0.1027,1.0,happy,Positif
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Banten kekering supaya subur Airin saja.,banten kekering subur airin .,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Ibu Airin dan pak Ade jos❤yg sebelah modal didukung artis dan jual nama besar juragannya😂,airin ade jos❤yg sebelah modal didukung artis jual nama juragannya😂,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Dua duanya calon kandidat kuat untuk korupsi,duanya calon kandidat kuat korupsi,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Andra soni lah ....masa iya balik ke dinasti atut,andra soni .... iya dinasti atut,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Pandeglang Airin Ade, kudu menang","pandeglang airin ade , kudu menang",0.0,1.0,happy,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Ko calon gub banten KIM PLUS ga berbobot bangt ya....😂😂,Ko calon gub banten KIM PLUS berbobot bangt ya....😂😂,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Pandeglang siap memenangkan Bu Airin,Pandeglang siap memenangkan Airin,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Hidup ibu airin RD. Insallah jadi gubernur banten🎉🎉❤❤❤,hidup airin rd . insallah gubernur banten🎉🎉❤❤❤,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Airin 🎉,airin 🎉,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Saya pilih ibu Airin jadi Gubernur Banten,pilih airin gubernur banten,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Ibu Airin di hati.yg lain lewat,airin hati.yg,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Dimyati terlalu berlebihan kalau janji janji wkwk,dimyati janji janji wkwk,0.0,1.0,happy,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Semuanya cuma mau merampok,merampok,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Biasanya yg bilang jangan korupsi itu yg mau merampok uang rskyat,Biasanya bilang jangan korupsi itu mau merampok uang rskyat,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Kota serang kab serang kota Cilegon siap menangkan ibu Airin Rachmi Diany.. serang raya banyak keluarga besar Bu Airin pasti menang..,Kota serang serang kota Cilegon siap menangkan ibu Airin Rachmi Diany.. serang raya banyak keluarga besar Airin pasti menang..,0.0,1.0,happy,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Ibu Airin  Gubenurnya orang Banten...saya dari Pandeglang milih ibu hj Airin.,Ibu Airin Gubenurnya orang Banten...saya dari Pandeglang milih ibu Airin.,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Cibaliung hadir SMG kl Bu Airin terpilih jadi gubernur kami Pandeglang selatan untuk infrastruktur di pdg selatan hrs merata dgn di daerah lain dan cibaliung smg terwujud dob kab cibaliung,Cibaliung hadir SMG kl Airin terpilih jadi gubernur kami Pandeglang selatan untuk infrastruktur di pdg selatan hrs merata dgn di daerah lain dan cibaliung smg terwujud dob cibaliung,0.0,1.0,happy,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Ingat jangan banyak janji awas   ga mampu  loh semampunya  aja yah,Ingat jangan banyak janji awas mampu loh semampunya aja yah,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Semangat trs  Airin,Semangat trs Airin,0.0,1.0,happy,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,No1 jelas berkualitas debat cerdas kerja nyata BKN janji2,no1 berkualitas debat cerdas kerja nyata bkn janji2,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Semoga amanah,semoga amanah,0.0,1.0,happy,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Pak Dimyati omongannya muter muter amat🥱,dimyati omongannya muter muter amat🥱,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,tangerang dari dulu di kuasai partai golkar dan pdip.. dari dulu sampai banten golkar mulu.. tapi kabupaten tangerang masih aja belum baik dari masalah bikin surat tanah masalah bikin ktp kk bpjs pindah nama pokonya begitu begitu aja dari dulu maka nya sya mau pindah colok gerindra aja partai pak prabowo dan kader antony,tangerang dari dulu di kuasai partai golkar dan pdip.. dari dulu sampai banten golkar mulu.. tapi kabupaten tangerang masih aja belum baik dari masalah bikin surat tanah masalah bikin ktp kk bpjs pindah nama pokonya begitu begitu aja dari dulu maka mau pindah colok gerindra aja partai pak prabowo dan kader antony,0.3612,1.0,anger,Positif
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Tetap airin. Ade ☝,airin . ade ☝,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Andra belum ketauan dan tak populer sidimyati kerjanya dipandeglang udah kelihatan kinerjanya.,andra ketauan populer sidimyati kerjanya dipandeglang udah kinerjanya .,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Ibu Airin mantappp, sangat sopan sekali tidak pernah lupa bilang terima kasih ke pembawa acara❤❤❤❤","airin mantappp , sopan lupa bilang terima kasih pembawa acara❤❤❤❤",0.0,1.0,happy,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Soni dim TDK berkualitas yg ada nyinyirin org padahal krgbyg menjabat di Pandeglang istri bung dim ga malu Pandeglang acak acakan,Soni dim berkualitas ada nyinyirin padahal krgbyg menjabat di Pandeglang istri bung dim malu Pandeglang acak acakan,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,BUPATI PANDEGLANG SIAPA PAK DIM 😂😂😂,bupati pandeglang dim 😂😂😂,0.0,1.0,happy,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"PAK DIMYATI GAK NYADAR DIRI, SENDIRINYA JUGA PERNAH BERMASALAH HUKUM😂😂😂","PAK DIMYATI NYADAR DIRI, SENDIRINYA JUGA PERNAH BERMASALAH HUKUM😂😂😂",0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Hidup ibu Airin semoga menjadi gubernur yg amanah amin,Hidup ibu Airin semoga menjadi gubernur amanah amin,0.0,1.0,happy,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Banten bisa maju jika keluarga korupsi atut tumbang.... jangan sampai airin menang, maka wabah korupsi akan merajalela lagi.... Suaminua jelas jelas tersangka korupsi, apalagi yg di harapkan, watak korupsi akan terus korupsi serakah akan terus serakah....","Banten bisa maju jika keluarga korupsi atut tumbang.... jangan sampai airin menang, maka wabah korupsi akan merajalela lagi.... Suaminua jelas jelas tersangka korupsi, apalagi di harapkan, watak korupsi akan terus korupsi serakah akan terus serakah....",0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Tahh buu klw berani berantas mafia mafia Tanah,aplgi yg di pegang proyek rakysasa","Tahh buu klw berani berantas mafia mafia Tanah,aplgi di pegang proyek rakysasa",0.0,1.0,happy,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Airin sama Ade TOP buat no 1 di Banten 🙏,Airin sama Ade TOP buat di Banten 🙏,0.2023,1.0,happy,Positif
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Ibu Airin bukan yang lain🎉🎉❤❤,airin lain🎉🎉❤❤,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Hidup Airin❤❤❤❤❤,hidup airin❤❤❤❤❤,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Kalah telak Paslon,02 oleh Paslon 01 maju terus hj Airin Rachmi jgn takut KIM plus kami sekeluarga pilih 01 Joss","Kalah telak Paslon,02 oleh Paslon maju terus Airin Rachmi takut KIM plus kami sekeluarga pilih Joss",0.0,1.0,fear,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Wonk Cirebon dukung hj Airin Rachmi menjadi gubernur Banten ok banteng' Cirebon,Wonk Cirebon dukung Airin Rachmi menjadi gubernur Banten banteng' Cirebon,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Pendukung AIRIN like dan komen,pendukung airin like komen,0.3612,1.0,anger,Positif
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,kami warga Baduy menaro harapan kepada airin Ade,warga baduy menaro harapan airin ade,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Saya Sekeluarga Pilih Bu Hj Airin,Pamulang Barat.","Saya Sekeluarga Pilih Airin,Pamulang Barat.",0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Bapak haj dimyatii mohon maaf.. Hanya sekedar menyimak bapak me gatakan wanita harus di mulyakan jangan di kasih beban beratt jadi gubernur. Tapi istri bapakk 2 periode jadi bupati pandeglang jadi bapk gak memulyakan istri / perempuan donk  donkk..  Hehe hj airin is thebest ayuu elok sopan pintar cerdas,Bapak haj dimyatii mohon maaf.. Hanya sekedar menyimak bapak me gatakan wanita harus di mulyakan jangan di kasih beban beratt jadi gubernur. Tapi istri bapakk 2 periode jadi bupati pandeglang jadi bapk memulyakan istri / perempuan donk donkk.. Hehe airin is thebest ayuu elok sopan pintar cerdas,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,itu Rafi Ahmad ngapain dah...Jadi Presenter aja dah mending 😂😂😂,itu Rafi Ahmad ngapain dah...Jadi Presenter aja mending 😂😂😂,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Pret udah batal.Airin bukan yang lain,pret udah batal.airin,0.0,1.0,happy,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Hidup Airin dn ade,Hidup Airin ade,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Korupsi Bae pak dim mh ..NU d BHS sok te ngarasa tea ..,Korupsi pak dim mh ..NU BHS sok te ngarasa tea ..,0.3182,1.0,anger,Positif
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Bu Airin ❤❤❤,Airin ❤❤❤,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Andra Dimyati 02 pilihan org2 cerdas,andra dimyati 02 pilihan org2 cerdas,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Wakil nya nomor 2 kayak ga punya ide lain lagi, nyerang airin terus tanpa ngasih ide cemerlang buat banten kedepan.","Wakil nomor 2 kayak punya ide lain lagi, nyerang airin terus tanpa ngasih ide cemerlang buat banten kedepan.",0.0,1.0,happy,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,2 Kerajaan lagi bertarung nih,2 Kerajaan lagi bertarung,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,AIRIN bukan yang Lain,airin,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Hebat pak Ade Sumardi saya warga Pandeglang salut sama pak Ade bicara lugas jelas 
KLO pak Ade menang titip pandeglang bangun semua bidang pak 
1 jalan Poko utama
2 Ekomoni sama rata
3 kesehatan 
4 dan yang lain2 pak",Hebat pak Ade Sumardi saya warga Pandeglang salut sama pak Ade bicara lugas jelas pak Ade menang titip pandeglang bangun semua bidang pak jalan Poko utama 2 Ekomoni sama rata 3 kesehatan 4 dan yang lain2 pak,0.0,1.0,happy,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Semua hnya janji janji , korupsi mash subur di banten smpe skrg","hnya janji janji , korupsi mash subur banten smpe skrg",0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Bu Airin trlalu sopan,Airin trlalu sopan,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Andra soni dim pasti menang,andra soni dim menang,0.0,1.0,happy,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Jijik bet gw sama wakil paslon no 2. Parahhh gk ada visi bgt wkwkwkw pantessss wilayah yg udh di pimpin dia jadi wilayah dengan tingkat kemiskinan paling tinggi di antara wilayah banten lainnyam hahaha,Jijik bet gw sama wakil paslon 2. Parahhh ada visi bgt wkwkwkw pantessss wilayah di pimpin dia jadi wilayah dengan tingkat kemiskinan paling tinggi di antara wilayah banten lainnyam hahaha,0.5574,1.0,anger,Positif
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Airin lebih smart, yg no 2 ngandalin artis2 tok","Airin lebih smart, 2 ngandalin artis2 tok",0.4019,1.0,sadness,Positif
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Glopk,glopk,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Airin❤geburnur,airin❤geburnur,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Kalau GK salah no urut dua mantan Nara pidana,Kalau salah urut dua mantan Nara pidana,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Airin is cooking,airin is cooking,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Ekonomi biru, atau yang juga dikenal sebagai ekonomi laut atau ekonomi maritim merujuk pada pemanfaatan sumber daya laut secara berkelanjutan untuk peningkatan ekonomi, perbaikan kehidupan masyarakat, serta kesehatan ekosistem laut.","ekonomi biru , dikenal ekonomi laut ekonomi maritim merujuk pemanfaatan sumber daya laut berkelanjutan peningkatan ekonomi , perbaikan kehidupan masyarakat , kesehatan ekosistem laut .",0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Awas pak bu..kpala desa di pandeglang  mah..anak buah irana..ga tau salah & benar ..paling nekan para Rt kader😂😂😂😂,Awas pak bu..kpala desa di pandeglang mah..anak buah irana..ga tau salah & benar ..paling nekan para Rt kader😂😂😂😂,0.0,1.0,happy,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,pandeglang paling miskin..dim udah 20 thn lebih pimpin lurah camat &asn..pandeglang airin.bukan dimyati,pandeglang miskin .. dim udah 20 thn pimpin lurah camat & asn .. pandeglang airin.bukan dimyati,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Klw liat bicaranya mantap,TPI PD knytaan nya dari awal Ampe skrg buruk,tr utama di bidang jalan","Klw liat bicaranya mantap,TPI PD knytaan dari awal Ampe skrg buruk,tr utama di bidang jalan",0.0,1.0,fear,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Mantap pa haji Ade ok tuh,Mantap pa haji Ade,0.0,1.0,happy,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Ibu kerennn❤❤❤❤,kerennn❤❤❤❤,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Airin Ade menang telak ☝,airin ade menang telak ☝,0.0,1.0,happy,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,bu hj. Airin jgn lupa tenaga honorer provinsi banten di perhatikan .. .,hj. Airin lupa tenaga honorer provinsi banten di perhatikan .. .,0.4019,1.0,happy,Positif
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Awalnya saya bingung utk pilih yg mana karena keduanya sama sama kurang memuaskan hati dan pkiran saya,  tapi Fix dari hasil debat ini sangat terlihat jelassss bu airin dan pak ade lah yg lebih baik setidaknya dari paslon sebelahnya.","Awalnya saya bingung pilih mana karena keduanya sama sama kurang memuaskan hati dan pkiran saya, tapi Fix dari hasil debat ini sangat terlihat jelassss airin dan pak ade lah lebih baik setidaknya dari paslon sebelahnya.",0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Sekelas ketua DPRD dan calon gubernur kagak tau EKONOMI BIRU 😆😀 kan laawaakk 😆😀😆,sekelas ketua dprd calon gubernur kagak tau ekonomi biru 😆😀 laawaakk 😆😀😆,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Siapa aja yg jadi semoga amanah dan jaji manis mu selama ini masih banyak pelayanan di daerah kab atau kota yg masih mengabaikan untuk orang bawah.kususnya puskesmas,Siapa aja jadi semoga amanah dan jaji manis mu selama ini masih banyak pelayanan di daerah atau kota masih mengabaikan untuk orang bawah.kususnya puskesmas,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Jelass ibu airin lebih cerdas,jelass airin cerdas,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,😂🎉 Untuk warda Banten..... jgn ragu2..... pilih saja ibu Airin dan wakilnya..... menjadi Cagub Banten....... Patenlah....,😂🎉 Untuk warda Banten..... ragu2..... pilih saja ibu Airin dan wakilnya..... menjadi Cagub Banten....... Patenlah....,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Pandeglang untuk Airin,pandeglang airin,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Layak airin dan Andra sony,layak airin andra sony,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"liat andra soni sama dinyati yg di backup banyak partai keok sejadi jadinya.
😂😂😂
kalo mau liat kinerja liat Tangsel bandingkan dengan kabupaten Pandeglang bagai langit dan kubangan telek ayam😂",liat andra soni sama dinyati di backup banyak partai keok sejadi jadinya. 😂😂😂 kalo mau liat kinerja liat Tangsel bandingkan dengan kabupaten Pandeglang bagai langit dan kubangan telek ayam😂,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Lemes lemes kalau ngomong,lemes lemes ngomong,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Mantab Bu Airin dan pak Ade   Banten 1❤❤❤ Banten maju bersama yesss,Mantab Airin dan pak Ade Banten 1❤❤❤ Banten maju bersama yesss,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"saya warga Kota Tangerang, sampe sekarang masih ragu dengan kedua Calon, Karena yang 01 cagub masih satu lingkungan trah dinasty banten (serang), kalo 02 cawagubnya lingkungan trah pandeglang.
-Tangsel maju daerah alsut-Bsd aja,coba kesonoan dikit banyak jalan yang rusak, jalan utama sempit,
- kalo pandeglang ya begitu begitu aja perkembangan sangat lambat dan pemerintah kalah sama ormas ormas.","saya warga Kota Tangerang, sampe sekarang masih ragu dengan kedua Calon, Karena yang cagub masih satu lingkungan trah dinasty banten (serang), kalo 02 cawagubnya lingkungan trah pandeglang. -Tangsel maju daerah alsut-Bsd aja,coba kesonoan dikit banyak jalan yang rusak, jalan utama sempit, - kalo pandeglang begitu begitu aja perkembangan sangat lambat dan pemerintah kalah sama ormas ormas.",0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Airin the best,Airin best,0.6369,1.0,happy,Positif
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Airin jangan yang lain,airin,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Airin berpengalaman di Tangsel 2 priode,Andra Soni berpengalaman di lingkup Pandeglang Banten dan sekitar y....semoga yg terpilih bisa buat Banten maju salam dr saketi","Airin berpengalaman di Tangsel 2 priode,Andra Soni berpengalaman di lingkup Pandeglang Banten dan sekitar y....semoga terpilih bisa buat Banten maju salam dr saketi",0.0,1.0,happy,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Airin Ade tetep teteg moal oleng cuma gara"" si Rafi",airin ade tetep teteg moal oleng gara '' si rafi,0.0,1.0,happy,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Sayamah yg mana aja yg penting akses pulang minta tolong bikin jembatan,Sayamah mana aja penting akses pulang minta tolong bikin jembatan,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Ibu Airin adalah Pilihan yg tepat utk warga Banten..,Ibu Airin adalah Pilihan tepat warga Banten..,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Biar kata di singgung Kel korupsi tapi ttp Bu Airin tetap dihatii karena beliau bersih dari korupsi..jangan"" yg koar"" anti korupsi malah jadi sarang korupsi uppss","Biar kata di singgung Kel korupsi tapi ttp Airin tetap dihatii karena beliau bersih dari korupsi..jangan"" koar"" anti korupsi malah jadi sarang korupsi uppss",-0.3182,1.0,happy,Negatif
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Bukan cuma sekolah"" tapi ada juga pesantren pendidikan akhlak yg utama","Bukan cuma sekolah"" tapi ada juga pesantren pendidikan akhlak utama",0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Bu Airin berpengalaman cocok pisan jadi gubernur banten,Airin berpengalaman cocok pisan jadi gubernur banten,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Pandeglang 😂😂😂,pandeglang 😂😂😂,0.0,1.0,sadness,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Love love love airin❤❤❤❤,love love love airin❤❤❤❤,0.9274,1.0,love,Positif
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Jawaban Andara ga nyambung...payah,Jawaban Andara nyambung...payah,0.0,1.0,anger,Netral
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Nawaetumu Banten maju kami tunggu ❤nomer satu,nawaetumu banten maju tunggu ❤nomer,0.0,1.0,anger,Netral
